room_id,room_name,company_name,location,keywords,min_players,max_players,website,phone,phone_2,address,latitude,longitude,waze_link,region, region_2,is_closed_on_weekends,number_of_same_rooms,is_performance,is_vr,soldier_discount,soldier_discount_weekend,student_discount,student_discount_weekend,children_discount,children_discount_weekend,is_gift_card,escape_card,birthday_discount,is_linear,is_parallel,is_beginner,is_for_children,is_for_religious,is_scary,is_for_disabled,is_for_hearing_impaired,is_for_pregnant,is_credit_card_accepted,is_mau_and_mau_played,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,weekend_price_1,weekend_price_2,weekend_price_3, weekend_price_4,weekend_price_5,weekend_price_6,weekend_price_7,weekend_price_8,weekend_price_9
66,האוצר האבוד של קפטן הוק,quest world,חיפה,,2,8,http://www.quest-world.co.il/,052-4653133,,"ההסתדרות 208, חיפה",32.807479,35.062809,http://tinyurl.com/j487gu3,צפון,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,100,90,80,75,70,69,,,120,100,95,90,90,86,82,
67,הפולחן,question mark,חיפה,,3,7,http://questionmark.run/,052-4723463,,"מרקוני גוליאלמו 9, חיפה",32.788701,35.032508,http://tinyurl.com/h6hmzat,צפון,,,,,,,,,,,,,,,,,,,,,,,,,,,120,100,90,80,75,70,,,,,110,95,85,80,75,,
68,רייזור,question mark,חיפה,,3,7,http://questionmark.run/,052-4723463,,"מרקוני גוליאלמו 9, חיפה",32.788701,35.032508,http://tinyurl.com/h6hmzat,צפון,,,,,,,,,,,,,,,,,,,,,,,,,,,120,100,90,80,75,70,,,,,110,95,85,80,75,,
69,הקבר האבוד,questplace,חיפה,,2,6,http://www.questplace.co.il/games/the-lost-tomb/,052-6573911,,"עיר תחתית, שער פלמר 1, קומה א׳ משרד 107, חיפה",32.819802,34.999984,http://tinyurl.com/zlz4rp6,צפון,,,,,,,,,,,,,,,,,,,,,0,,0,1,,,120,100,80,80,80,,,,,120,100,80,80,80,,,
70,המרדף אחרי המליון,secret room,חיפה,,2,5,http://secretroom.co.il/quests/v-pogone-za-millionom-haifa/,058-5579797,058-5671882,"עיר תחתית, שער פלמר 1, קומה ב׳ משרד 219, חיפה",32.819802,34.999984,http://tinyurl.com/zlz4rp6,צפון,,,,,,10,10,10,10,,,,,,0,1,,,,0,0,0,0,0,,,100,100,80,80,,,,,,100,100,80,80,,,,
71,חקיין,the game,חיפה,,2,4,http://haifa-game.com/,052-7527471,,"הנמל 6, חיפה",32.817648,35.002588,http://tinyurl.com/zsdgevv,צפון,,,,,,,,,,,,,,,,,,,,,,,,,,,110,100,95,,,,,,,120,110,105,,,,,
72,הבריחה מהפנינה השחורה,best quest,חיפה,,2,8,http://bestquest.co.il/index.html,053-7170353,,"שער פלמר 1, קומה 2, חדר229",32.819802,34.999984,http://tinyurl.com/zlz4rp6,צפון,,,,,,,,,,,,,,,,,1,,,,,,,,,,110,90,75,70,70,70,70,,,120,100,88,80,80,80,75,
73,איום חד משמעי,bquest,ירושלים,,2,6,bquest.co.il,052-5416528,073-7310226,יד חרוצים 16 ירושלים,31.751703,35.216291,http://tinyurl.com/zmfzbmd,,י-ם,,,,,,,,,,,,,,,,,1,,,,,,1,,,95,83,78,70,67,,,,,120,100,90,80,75,,,
74,מכרות המלך שלמה,bquest,ירושלים,,2,6,http://bquest.co.il/solomon-mines/,052-5416528,073-7310226,יד חרוצים 16 ירושלים,31.751703,35.216291,http://tinyurl.com/zmfzbmd,,י-ם,,,,,,,,,,,,,,,,,1,,,,,,1,,,95,83,78,70,67,,,,,120,100,90,80,75,,,
75,קרייסס ,crazy mary,ירושלים,,2,5,https://www.facebook.com/horrorroomisrael/?fref=ts,050-5557471,,"הרכבים 13, ירושלים",31.753753,35.212558,http://tinyurl.com/j5y5gre,,י-ם,,,,,20,20,,,,,,,30,,,,,,,,,,1,,,100,100,100,100,,,,,,100,100,100,100,,,,
76,תעלומה במשרדי הפארק,esc room,ירושלים,,2,7,http://esctheroom.co.il/,052-3406030,053-5220520,"שטנר 7, ירושלים",31.786101,35.189882,http://tinyurl.com/hdjfgof,,י-ם,,,,,,,,,,,,,,,,,,,,,,,,,,120,110,100,90,80,75,,,,120,110,100,90,80,75,,
77,שוד המאה ,escaperoom israel,ירושלים,,2,6,http://www.escaperoom.co.il/jerusalem-the-robbery-of-the-century,079-932-2224,,"שמאי 19, ירושלים",31.781194,35.218660,http://tinyurl.com/j2f9dch,,י-ם,,2,,,20,20,,,50,50,1,,,1,1,1,,,0,,,,1,,,120,100,90,80,80,,,,,120,100,90,80,80,,,
78,להמלט מן הנזיר,jerusalem puzzle quest,ירושלים,,4,10,http://jpq.co.il/,054-7121656,,"פייר קניג 28, ירושלים",31.752744,35.213777,http://tinyurl.com/zc5p3cc,,י-ם,1,,,,,,,,,,1,10,,1,1,1,1,1,,0,1,1,1,,,,,80,80,80,80,90,90,,,,80,80,80,80,90,90
79,המרדף אחרי המליון,secret room,ירושלים,,2,5,http://secretroom.co.il/quests/v-pogone-za-millionom/,058-4579797,,"יפו 97 קומה c2 משרד 226, ירושלים",31.784294,35.214896,http://tinyurl.com/z8xsvzg,,י-ם,,,,,,,,,,,1,,,,,,,,,,,,,,,100,100,80,80,,,,,,100,100,80,80,,,,
80,שבויי המבצר,secret room,ירושלים,,2,5,http://secretroom.co.il/quests/pobeg-iz-tyurmy/,058-4579797,,יואל משה סלומון 16 ירושלים,31.779962,35.219831,http://tinyurl.com/hg5bk6c,,י-ם,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,80,80,,,,,,100,100,80,80,,,,
81,הבריחה הגדולה מהכלא,the challenge rooms,ירושלים,,2,7,http://www.thechallengerooms.com/escape-room-jailbreak-x2vsk,053-6782822,,"האומן 22, ירושלים",31.751352,35.208225,http://tinyurl.com/j6yw9jy,,י-ם,,,,,,,,,,,,,,,,,,,,1,,,0,,,95,93,88,80,80,80,,,,100,100,90,86,86,86,,
82,הטיול,the challenge rooms,ירושלים,,5,8,http://www.thechallengerooms.com/the-trip-heb,053-6782822,,"האומן 22, ירושלים",31.751352,35.208225,http://tinyurl.com/j6yw9jy,,י-ם,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,90,90,90,90,,,,,,100,100,100,100,
83,סטארגייט,BZ Games,ירושלים,,2,6,https://www.escapeil.com/,02-9976509​,054-9935234,יד חרוצים 16 ירושלים,31.751704,35.216292,http://tinyurl.com/jmw49q7,,י-ם,,,,,20,20,10,10,,,,,,,,,,,,,,,,,,100,95,90,85,75,,,,,120,105,95,90,85,,,
84,אבירי השולחן העגול,cerebro,כפר סבא,,2,7,http://cerebro.co.il/,0544875837,0542772220,התעש 24 קומה 2 כפר סבא,32.177020,34.927410,http://tinyurl.com/znkmlsj,שרון,כפ״ס,,,,,10,10,10,10,,,1,10,,,,1,1,,0,1,1,1,1,,,120,110,100,90,85,85,,,,120,110,100,90,85,85,,
85,הניסוי,escapers,כפר סבא,,2,6,http://www.escapers.co.il/blank-4,052-5514957,,התע'ש 24 מבנה 25 כפר סבא,32.177020,34.927410,http://tinyurl.com/znkmlsj,שרון,כפ״ס,,,,,10,10,10,10,50,50,,,,,,,,,,,,,,,,120,110,100,90,85,,,,,120,110,100,90,85,,,
86,השורד האמיתי,runout,כפר סבא,,2,8,https://www.runoutescaperoom.com/,09-887-5990,,"דרך השרון 12, מרכז שרונה, קומה 2, כפר סבא",32.173844,34.892689,http://tinyurl.com/hcg3otz,שרון,כפ״ס,,,,,10,10,10,10,,,,10,,,,,,,,,,,,,,110,83,80,76,73,71,69,,,120,107,95,90,83,79,75,
87,פרנקנשטיין,runout,כפר סבא,,2,5,https://www.runoutescaperoom.com/,09-887-5990,,"דרך השרון 12, מרכז שרונה, קומה 2, כפר סבא",32.173844,34.892689,http://tinyurl.com/hcg3otz,שרון,כפ״ס,,,,,10,10,10,10,,,,10,,,,,,,,,,,,,,110,83,80,76,,,,,,120,107,95,90,,,,
88,המסתערבים,top escape room,כפר סבא,,2,7,http://top-escape.co.il/index.php/he/%D7%97%D7%93%D7%A8%D7%99%D7%9D/%D7%9E%D7%A1%D7%AA%D7%A2%D7%A8%D7%91%D7%99%D7%9D,052-6081222,09-9575759,"הרימון 82, מושב נווה ימין, כפר סבא",32.168659,34.934813,http://tinyurl.com/hs3otnr,שרון,כפ״ס,,,,,10,10,10,10,25,25,,,10,,,,,,,,,,,,,140,100,90,80,75,75,,,,150,110,100,90,85,85,,
89,ההוביט,xcape,כפר סבא,,2,8,http://www.xcape.co.il/,054-6369863,,התעש 24 קומה 2 כפר סבא,32.177020,34.927410,http://tinyurl.com/znkmlsj,שרון,כפ״ס,,,,,,,,,,,,10,50,,,,,,,,,,,,,120,110,100,90,85,85,85,,,120,110,100,90,85,85,85,
90,"ימ""מ ",xcape,כפר סבא,,2,8,http://www.xcape.co.il/,054-6369863,,התעש 24 קומה 2 כפר סבא,32.177020,34.927410,http://tinyurl.com/znkmlsj,שרון,כפ״ס,,,,,,,,,,,,10,50,,,,,,,,,,,,,120,110,100,90,85,85,85,,,120,110,100,90,85,85,85,
91,איפה הכסף,the x perience,להבות הבשן,,2,7,http://www.x-perience-escaperooms.co.il/,054-2573979,,קיבוץ להבות הבשן,33.141218,35.647871,http://tinyurl.com/z4ho53g,צפון,גליל,,,,,10,10,10,10,,,,,,,,,,,,,,,,,,105,93,83,76,72,69,,,,120,110,100,90,83,79,,
92,בת ערובה ,60 minutes,מודיעין,,2,6,http://www.60minutes.co.il/,050-9713138,050-7130013,"המעיין 55, מודיעין",31.922035,34.966164,http://tinyurl.com/gl5fps9,,,,,,,10,10,10,10,20,20,1,,,,,,,,,,,,,,,120,100,90,80,75,,,,,120,100,90,80,75,,,
93,הבריחה משרבורג,the north escape,מחניים,,2,6,http://www.tnq.co.il/,058-7587016,,מרכז מסחרי צומת מחניים,32.990730,35.563155,http://tinyurl.com/zlmk63t,צפון,גליל,,,,,10,10,10,10,,,,,,,,,,,,,,,,,,100,95,85,80,75,,,,,120,110,100,90,85,,,
94,אבקת שריפה,brain challenge,מעונה,,2,8,http://www.brainchallenge.co.il/,052-6146002,,מושב מעונה,33.016894,35.263626,http://tinyurl.com/heaemes,צפון,גליל,,,,,10,10,10,,,,,,,,,,,,,,,,,,,100,90,80,70,70,70,70,,,120,100,90,80,80,80,80,
95,בשבי הסורי,questeam,מרחביה,,2,6,https://www.questeam.co.il/questeam-2,072-2778640,052-8090195,"דרך החרוב, קיבוץ מרחביה",32.604621,35.309881,http://tinyurl.com/jg2goes,צפון,גליל,,,,,10,10,10,10,,,,,,,,,,,,1,,1,1,,,100,90,80,70,70,,,,,125,110,100,90,90,,,
96,רוצח הרנטגן,questeam,מרחביה,,2,6,https://www.questeam.co.il/questeam-1,072-2778640,052-8090195,"דרך החרוב, קיבוץ מרחביה",32.604621,35.309881,http://tinyurl.com/jg2goes,צפון,גליל,,,,,10,10,10,10,,,,,,,,,,,,1,,1,1,,,100,90,80,70,70,,,,,125,110,100,90,90,,,
97,האוצר האבוד,trap room,נהריה,,2,6,www.traproom.co.il,053-8286151,,"לוחמי הגטאות 34, נהריה",33.001750,35.097263,http://tinyurl.com/gmh8sm6,צפון,,,,,,10,10,10,10,30,30,,,,1,1,1,1,,0,0,1,0,0,,,100,87,80,72,67,,,,,120,100,90,90,80,,,
98,הרשימה השחורה,escape mission,נס ציונה,,2,6,http://www.escape-mission.co.il/,08-9199309,,"ויצמן 30, נס ציונה",31.929902,34.799320,http://tinyurl.com/zbd2pa8,דרום,שפלה,,,,,10,10,,,10,10,1,,,,,,,,,,,,,,,100,90,80,75,70,,,,,120,110,90,80,75,,,
99,סוף העולם,reality games,נס ציונה,,2,6,http://www.realitygames.co.il/%D7%A1%D7%95%D7%A3-%D7%94%D7%A2%D7%95%D7%9C%D7%9D-2/,08-9414145,052-3331313,"האיזמל 2, נס ציונה",31.923205,34.793887,http://tinyurl.com/zqrahto,דרום,שפלה,,,,,10,10,10,,,,1,,,,,1,1,,,,1,,1,1,,120,110,100,90,80,,,,,150,110,100,90,80,,,
100,תעלומת הבית הנטוש,my real quest,נשר,,2,6,http://real-quest.co.il/,054-3005090,052-7321704,"התעשייה 37, נשר",32.773559,35.046253,http://tinyurl.com/h3ff5hf,צפון,חיפה,,,,,10,10,10,,,,1,,,,,,1,,,0,0,0,,,,125,100,95,90,85,,,,,140,110,100,95,90,,,
101,הארי פוטר,questline,נשר,,2,5,https://questline.co.il/he/booking/harry-potter.html,054-9281393,,"דרך בר יהודה 195, נשר",32.780839,35.035712,http://tinyurl.com/zemq7ze,צפון,חיפה,,,,,10,10,10,10,,,,,,1,1,0,,,,0,1,1,1,,,100,100,100,100,,,,,,,100,100,100,,,,
102,המחלקה הפסיכיאטרית,questline,נשר,,2,8,https://questline.co.il/he/booking/asylum.html,054-9281393,,"דרך בר יהודה 195, נשר",32.780839,35.035712,http://tinyurl.com/zemq7ze,צפון,חיפה,,,,,10,10,10,10,,,,,,1,1,0,,,,0,1,1,1,1,,100,100,90,80,75,70,70,,,,100,100,100,100,100,100,
103,תיק מספר 7,questline,נשר,,2,6,https://questline.co.il/he/booking/case-n-7.html,054-9281393,,"דרך בר יהודה 195, נשר",32.780839,35.035712,http://tinyurl.com/zemq7ze,צפון,חיפה,,,,,10,10,10,10,,,,,,1,1,0,,,,0,1,1,1,,,100,100,90,80,75,,,,,125,100,100,100,100,,,
104,אקסקליבר,escape challenge,נשר,,3,10,http://www.escapechallenge.co.il/room/Excalibur,054-6599678,,"התעשייה 37, נשר",32.773559,35.046253,http://tinyurl.com/h3ff5hf,צפון,חיפה,,,,,10,10,10,10,50,50,,,50,,,,,,,,,,,,,,120,120,115,110,105,105,105,,120,120,115,110,105,105,105,
105,גיבורים,brainit,נתניה,,2,6,https://brainit.co.il/f2/room/heroes/,072-3923985,,"גיבורי ישראל 24, נתניה",32.280266,34.860837,http://tinyurl.com/jke9j9t,שרון,,,2,,,10,10,,,,,1,,,,,,1,,,,,,,,,95,87,83,80,74,,,,,120,103,95,90,83,,,
106,עיירת המכשף,bxpiria,נתניה,,2,6,http://wizardtown.bxperia.co.il/,054-9546883,,"רחוב המלאכה 8 נתניה, כניסה B",32.278020,34.858482,http://tinyurl.com/hsy4tsc,שרון,,,,,,15,15,,,50,50,1,,,1,1,1,1,,1,0,1,0,1,,,120,110,100,90,80,,,,,120,110,100,90,80,,,
107,רופא שיניים,bxpiria,נתניה,,2,6,http://dentist.bxperia.co.il/,054-9546883,,"רחוב המלאכה 8 נתניה, כניסה B",32.278020,34.858482,http://tinyurl.com/hsy4tsc,שרון,,,,,,15,15,,,50,50,1,,,1,1,1,1,,1,0,1,0,1,,,100,90,85,80,75,,,,,120,100,95,90,85,,,
108,הבריחה מונציה,escape out,נתניה,,2,7,http://www.escapeout.co.il/escape-from-venice,072-3385486,,"הבונים 4, נתניה",32.280627,34.859929,http://tinyurl.com/zyw3guj,שרון,,,,,,10,10,10,10,20,20,1,10,,,,,1,,,,,1,1,1,,120,110,100,90,80,75,,,,120,110,100,90,80,75,,
109,גרוויטי (VR),escaperoom israel,נתניה,,2,6,http://www.escaperoom.co.il/netanya-vr-gravity,054-444-3386,,"גיבורי ישראל 40, נתניה",32.283191,34.861762,http://tinyurl.com/h4427rq,שרון,,,,,1,20,20,,,50,50,1,,,,,1,1,,0,,,0,1,,,120,100,90,80,80,,,,,120,100,90,80,80,,,
110,תחנת משטרה,no exit,נתניה,,2,6,http://noexit.co.il/,053-7247736,,"רחוב עמק חפר 82 כניסה 6, נתניה",32.344214,34.869420,http://tinyurl.com/hq4ankj,שרון,,,,,,15,10,15,10,,,,10,50,,,,,,,,1,,,,,100,85,80,75,70,,,,,120,105,100,95,90,,,
111,1408,placebo,נתניה,,3,7,http://p-room.co.il/,054-4484301,,"הגביש 4, כניסה א׳, נתניה",32.287671,34.861792,http://tinyurl.com/ztxb2n4,שרון,,,,,,10,10,10,10,20,20,,,,,,,,,,,,,,,,120,110,100,90,80,,,,,120,110,100,90,80,,,
112,מקדש אנוביס,puzzle box,נתניה,,2,7,http://puzzlebox.co.il/he/%D7%A8%D7%90%D7%A9%D7%99/,0502727436,,"אורט 14, נתניה",32.316873,34.876243,http://tinyurl.com/gvmu8qz,שרון,,,,,,10,10,10,10,30,30,1,10,100,,,,,,,,,,,,,120,110,100,90,80,80,,,,120,110,100,90,85,80,,
113,בריחה מתחנת החלל,virtual world,נתניה,,1,4, https://www.virtualworld.co.il/,050-4735888,,"שדרות גיבורי ישראל 5, נתניה",32.275469,34.860003,http://tinyurl.com/zkzo5ek,שרון,,,,,1,,,,,,,1,,,,,,,,,,,,1,,150,140,120,110,,,,,,150,140,120,110,,,,,
114,פנו את החדר,virtual world,נתניה,,1,4, https://www.virtualworld.co.il/,050-4735888,,"שדרות גיבורי ישראל 5, נתניה",32.275469,34.860003,http://tinyurl.com/zkzo5ek,שרון,,,,,1,,,,,,,1,,,,,,,,,,,,1,,150,140,120,110,,,,,,150,140,120,110,,,,,
115,קיצוצים בתקציב,virtual world,נתניה,,1,4, https://www.virtualworld.co.il/,050-4735888,,"שדרות גיבורי ישראל 5, נתניה",32.275469,34.860003,http://tinyurl.com/zkzo5ek,שרון,,,,,1,,,,,,,1,,,,,,,,,,,,1,,150,140,120,110,,,,,,150,140,120,110,,,,,
116,מחנה 23,breakout,פתח תקווה,,4,7,http://breakout.co.il/%D7%9E%D7%97%D7%A0%D7%94-23/,03-6193464,,"אפעל 23, כניסה ב׳, פתח תקווה",32.095162,34.847053,http://tinyurl.com/hlqddxt,מרכז,פ״ת,,2,,,10,10,10,10,50,50,1,10,100,0,1,,,,1,1,1,1,1,1,,,,120,115,110,105,,,,,,120,115,110,105,,
117,חטופים בתאילנד,dr. mind,פתח תקווה,,2,6,http://drmind.co.il/?app=treatment&id=9,050-8504480,," הנחשון 17ב', פתח תקווה",32.107362,34.895322,http://tinyurl.com/hkq2oge,מרכז,פ״ת,,,,,,,,,,,,,,,,,,,,,,,,,,100,90,85,80,75,,,,,120,100,90,88,80,,,
118,הפירמידה,esc rooms,פתח תקווה,,2,7,http://escrooms.co.il/,054-9728070,,"הרכש 1, פתח תקווה",32.093827,34.861864,http://tinyurl.com/j4fn4ac,מרכז,פ״ת,,,,,,,,,,,1,,,,,,,,,,,,,,,100,100,75,70,67,64,,,,125,117,88,80,75,71,,
119,שיקאגו,esc rooms,פתח תקווה,,2,7,http://escrooms.co.il/,054-9728070,,"הרכש 1, פתח תקווה",32.093827,34.861864,http://tinyurl.com/j4fn4ac,מרכז,פ״ת,,,,,,,,,,,1,,,,,,,,,,,,,,,100,100,75,70,67,64,,,,125,117,88,80,75,71,,
120,הנגאובר,escaperoom israel,פתח תקווה,,2,7,http://www.escaperoom.co.il/petah-tikva-hangover,079-932-2224,,"המפלסים 6, פתח תקווה",32.100295,34.861769,http://tinyurl.com/jam79lv,מרכז,פ״ת,,,,,20,20,,,,,1,,,,,1,0,0,0,,,,1,,,120,100,90,80,80,80,,,,120,100,90,80,80,80,,
121,שגרירות במצור,freedom,פתח תקווה,,2,5,https://www.freedomescape.co.il/,077-6704655,,"אפעל 24, פתח תקווה",32.096371,34.847809,http://tinyurl.com/zsv6dnw,מרכז,פ״ת,,,,,10,10,,,10,10,1,,,,,,1,,0,,,,,,,120,100,90,80,,,,,,120,100,90,80,,,,
122,איזור 51,freedom,פתח תקווה,,3,6,https://www.freedomescape.co.il/,077-6704655,,"אפעל 24, פתח תקווה",32.096371,34.847809,http://tinyurl.com/zsv6dnw,מרכז,פ״ת,,,,,10,10,,,10,10,1,,,,,,1,,0,,,,,,,120,100,90,80,,,,,,120,100,90,80,,,,
123,המלך ארתור,quest & quest,פתח תקווה,,2,6,http://www.escaperoom-quest.co.il/%D7%94%D7%9E%D7%9C%D7%9A-%D7%90%D7%A8%D7%AA%D7%95%D7%A8/,054-7426800,,"הנחשון 17, פתח תקווה",32.107362,34.895322,http://tinyurl.com/hkq2oge,מרכז,פ״ת,,,,,15,15,10,10,50,50,1,10,,,,,,,,,,,,,,100,90,85,80,75,,,,,120,103,95,88,82,,,
124,בצלמו של רוצח,skull club,פתח תקווה,,2,5,http://hertk.com/,054-2221606,050-7108861,"הלפיד 5, פתח תקווה",32.091758,34.854921,http://tinyurl.com/zf7g6af,מרכז,פ״ת,,,,,,,,,,,,,,,,,,,,,,,,,,110,100,90,80,,,,,,120,110,100,90,,,,
125,X זון,galil zone,קיבוץ עמיר,,2,6,www.galilzone.com,055-9771911,04-6954243,קיבוץ עמיר,33.177726,35.619831,http://tinyurl.com/hgvmag7,צפון,גליל,,,,,10,,,,,,0,0,0,,,,,,,,,,1,,,100,90,80,74,70,,,,,115,110,100,90,85,,,
126,אובססיה,sherlocked,קצרין,,2,6,https://sherlocked.co.il/escape_rooms/perfume-the-obsession/,04-6990951,,"איזור תעשייה, קצרין",32.984937,35.708036,http://tinyurl.com/hwcu32n,צפון,רמת  הגולן,,,,,20,10,20,10,50,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,ג׳ימניה,questplace,קרית אתא,,2,6,http://www.questplace.co.il/games/gymania/,050-8542466,,"דרך חיפה 10, קרית אתא",32.803475,35.075601,http://tinyurl.com/j5rg749,צפון,קריות,,,,,,,,,,,,,,,,,,,,0,,,,,,120,100,80,80,80,,,,,120,100,80,80,80,,,
128,קרקס האימה,lost - escape rooms,קרית ביאליק,,2,7,http://lo-st.co.il/room/horror-circus/,058-6777333,,"יוסף הלוי 3, קרית ביאליק",32.861938,35.095862,http://tinyurl.com/j4bct93,צפון,קריות,,,,,15,15,,,,,,10,,,,,,,,,,,1,,,120,110,110,100,100,100,,,,120,110,110,100,100,100,,
129,המכתב,60min escape room,קרית מוצקין,,2,6,www.60min.co.il,04-8383991,,"מכבי 5, קרית מוצקין",32.826766,35.076634,http://tinyurl.com/j2bqhyb,צפון,קריות,,,,,,,,,,,,,,,,,,,,,,,,,,100,90,80,75,70,,,,,120,110,100,90,80,,,
130,תא טרור,60min escape room,קרית מוצקין,,2,6,www.60min.co.il,04-8383991,,"מכבי 5, קרית מוצקין",32.826766,35.076634,http://tinyurl.com/j2bqhyb,צפון,קריות,,,,,,,,,,,,,,,,,,,,,,,,,,100,90,80,75,70,,,,,120,110,100,90,80,,,
131,מבצע זעפרן,inside out,ראש פינה,,2,7,http://www.insideoutroom.co.il/,04-9963755,,"המרכז להצלחות, צחר, אזה״ת ראש פינה",32.971914,35.572882,http://tinyurl.com/hxjofyb,צפון,גליל,,,,,10,10,10,10,50,50,1,10,,,,,,,0,,,,,,,120,110,100,90,80,80,,,,120,110,100,90,80,80,,
132,קארטו,inside out,ראש פינה,,2,7,http://www.insideoutroom.co.il/,04-9967755,,"המרכז להצלחות, צחר, אזה״ת ראש פינה",32.971914,35.572882,http://tinyurl.com/hxjofyb,צפון,גליל,,,,,20,20,10,10,50,50,1,10,,,,,,,0,,,,,,,120,110,100,90,80,80,,,,120,110,100,90,80,80,,
133,המעבדה של וולטר,bermuda quest,ראשון לציון,,2,4,http://www.bermuda-quest.co.il/,03-9213324,,"משה בקר 13, ראשון לציון",31.974369,34.808752,http://tinyurl.com/gu7elzd,מרכז,ראשלצ,,,,,10,10,10,10,,,,,10,,,,0,,,0,0,0,1,,,120,110,100,,,,,,,120,110,100,,,,,
134,מוות קליני,bermuda quest,ראשון לציון,,2,4,http://www.bermuda-quest.co.il/,03-9213324,,"משה בקר 13, ראשון לציון",31.974369,34.808752,http://tinyurl.com/gu7elzd,מרכז,ראשלצ,,,,,10,10,10,10,,,,,10,,,,0,,,0,0,0,1,,,135,125,115,,,,,,,135,125,115,,,,,
